,theta,f1_above,f1_all,ratio_above
0,0.5,0.16,0.16,1.0
1,0.5263157894736842,0.13620071684587814,0.1939799331103679,0.9908416921064108
2,0.5526315789473684,0.07377049180327869,0.23129251700680273,0.9781945050152638
3,0.5789473684210527,0.03686635944700461,0.28178694158075596,0.9664195377235063
4,0.6052631578947368,0.03864734299516907,0.2968197879858657,0.9598778892280855
5,0.631578947368421,0.030303030303030304,0.3142857142857143,0.9555167902311382
6,0.6578947368421053,0.010526315789473682,0.32857142857142857,0.951155691234191
7,0.6842105263157895,0.0,0.3345195729537367,0.9494112516354122
8,0.7105263157894737,0.0,0.3578947368421052,0.9459223724378544
9,0.7368421052631579,0.0,0.3693379790940766,0.9419973833406018
10,0.763157894736842,0.0,0.4189189189189189,0.9289140863497601
11,0.7894736842105263,0.0,0.4805194805194805,0.9036197121674662
12,0.8157894736842105,0.0,0.5731707317073171,0.8613170518970781
13,0.8421052631578947,0.0,0.631578947368421,0.8294810292193633
14,0.868421052631579,0.0,0.659025787965616,0.8107283035324901
15,0.8947368421052632,0.0,0.6927374301675978,0.7941561273440907
16,0.9210526315789473,0.0,0.707182320441989,0.7871783689489752
17,0.9473684210526315,0.0,0.761904761904762,0.6951591801133886
18,0.9736842105263157,0.0,0.9957081545064378,0.014827736589620584
19,1.0,1.0,1.0,0.0
